Country,League
Invitational tournaments,Lithuanian U-19 Elite League
Invitational tournaments,Lithuanian U-19 I League
Invitational tournaments,Lithuanian U-19 II League
Invitational tournaments,Lithuanian U-17 Elite League
Invitational tournaments,Lithuanian U-17 I League
Invitational tournaments,Lithuanian U-16 I League
Invitational tournaments,Lithuanian U-16 II League
Invitational tournaments,Lithuanian U-15 I League
Invitational tournaments,Lithuanian U-15 II League
Invitational tournaments,Lithuanian U-14 I League
Invitational tournaments,Lithuanian U-14 II League
Invitational tournaments,A Lyga
Invitational tournaments,I Lyga
Invitational tournaments,A Lyga
Invitational tournaments,Lithuanian Futsal Cup
Invitational tournaments,Luxembourg National Division
Invitational tournaments,Luxembourg Division of Honour
Invitational tournaments,Luxembourg 1. Division
Invitational tournaments,Luxembourg 2. Division
Invitational tournaments,Luxembourg 3. Division
Invitational tournaments,Luxembourg Cup
Invitational tournaments,Coupe FLF
Invitational tournaments,Dames Ligue 1
Invitational tournaments,Dames Ligue 2
Invitational tournaments,Dames Ligue 3
Invitational tournaments,Luxembourg Women's Cup
Invitational tournaments,Maltese Football League
Invitational tournaments,Maltese Premier League
Invitational tournaments,Maltese Challenge League
Invitational tournaments,Maltese National Amateur League
Invitational tournaments,Maltese FA Trophy
Invitational tournaments,Maltese Super Cup
Invitational tournaments,Divizia Națională
Invitational tournaments,"Moldovan ""A"" Division"
Invitational tournaments,"Moldovan ""B"" Division"
Invitational tournaments,Moldovan Cup
Invitational tournaments,Moldovan Super Cup
Invitational tournaments,Montenegrin First League
Invitational tournaments,Montenegrin Second League
Invitational tournaments,Montenegrin Third League
Invitational tournaments,Montenegrin Cup
Invitational tournaments,Montenegrin Women's League
Invitational tournaments,Eredivisie
Invitational tournaments,Eerste Divisie
Invitational tournaments,Tweede Divisie
Invitational tournaments,Derde Divisie
Invitational tournaments,Hoofdklasse
Invitational tournaments,Eerste Klasse
Invitational tournaments,Tweede Klasse
Invitational tournaments,Derde Klasse
Invitational tournaments,Vierde Klasse
Invitational tournaments,Vijfde Klasse
Invitational tournaments,KNVB Beker
Invitational tournaments,Johan Cruijff Schaal
Invitational tournaments,Eredivisie
Invitational tournaments,KNVB Beker
Invitational tournaments,KNVB Beker voor beloften
Invitational tournaments,KNVB Beker voor amateurs
Invitational tournaments,Districtsbeker
Invitational tournaments,Vrouwen Eredivisie
Invitational tournaments,Topklasse
Invitational tournaments,Hoofdklasse
Invitational tournaments,KNVB Beker voor Vrouwen
Invitational tournaments,Irish Premiership
Invitational tournaments,NIFL Championship
Invitational tournaments,NIFL Premier Intermediate League
Invitational tournaments,Irish Cup
Invitational tournaments,Northern Ireland Football League Cup
Invitational tournaments,NIFL Charity Shield
Invitational tournaments,County Antrim Shield
Invitational tournaments,Mid-Ulster Cup
Invitational tournaments,North West Senior Cup
Invitational tournaments,Irish Intermediate Cup
Invitational tournaments,Steel & Sons Cup
Invitational tournaments,Bob Radcliffe Cup
Invitational tournaments,Craig Memorial Cup
Invitational tournaments,George Wilson Cup
Invitational tournaments,1. MFL
Invitational tournaments,2. MFL
Invitational tournaments,3. MFL
Invitational tournaments,Macedonian Regional Football Leagues
Invitational tournaments,Macedonian women's football championship
Invitational tournaments,Macedonian Football Cup
Invitational tournaments,Macedonian Supercup
Invitational tournaments,Macedonian Women's Football Cup
Invitational tournaments,Eliteserien
Invitational tournaments,Norwegian First Division
Invitational tournaments,Norwegian Second Division
Invitational tournaments,Norwegian Third Division
Invitational tournaments,Norwegian Fourth Division
Invitational tournaments,NM Cupen
Invitational tournaments,Mesterfinalen
Invitational tournaments,Northern Norwegian Cup
Invitational tournaments,Norwegian Youth Cup
Invitational tournaments,Norwegian Under-16 Cup
Invitational tournaments,Toppserien
Invitational tournaments,Norwegian First Division (women)
Invitational tournaments,Norwegian Second Division (women)
Invitational tournaments,Norwegian Women's Cup
Invitational tournaments,NFF Futsal Eliteserie
Invitational tournaments,Ekstraklasa
Invitational tournaments,I liga
Invitational tournaments,II liga
Invitational tournaments,III liga
Invitational tournaments,IV liga
Invitational tournaments,V liga
Invitational tournaments,Liga okręgowa
Invitational tournaments,Klasa A
Invitational tournaments,Klasa B
Invitational tournaments,Klasa C
Invitational tournaments,Polish Cup
Invitational tournaments,Polish Super Cup
Invitational tournaments,Ekstraklasa
Invitational tournaments,Polish Cup
Invitational tournaments,Ekstraklasa Cup
Invitational tournaments,Primeira Liga
Invitational tournaments,Liga Portugal
Invitational tournaments,Liga Portugal 2
Invitational tournaments,Liga Portugal
Invitational tournaments,Liga 3
Invitational tournaments,Campeonato de Portugal
Invitational tournaments,Portuguese District Championships First Levels
Invitational tournaments,Portuguese District Championships Second Levels
Invitational tournaments,Portuguese District Championships Third Levels
Invitational tournaments,Portuguese District Championships Fourth Levels
Invitational tournaments,Taça de Portugal
Invitational tournaments,Taça da Liga
Invitational tournaments,Liga Portugal
Invitational tournaments,Supertaça Cândido de Oliveira
Invitational tournaments,Primeira Liga
Invitational tournaments,Taça de Portugal
Invitational tournaments,Revelation League
Invitational tournaments,pt
Invitational tournaments,Campeonato Nacional Feminino
Invitational tournaments,Campeonato Nacional II Divisão Feminino
Invitational tournaments,Taça de Portugal Feminina
Invitational tournaments,Taça da Liga Feminina
Invitational tournaments,Supertaça de Portugal Feminina
Invitational tournaments,League of Ireland Premier Division
Invitational tournaments,League of Ireland First Division
Invitational tournaments,Women's National League
Invitational tournaments,FAI Cup
Invitational tournaments,League of Ireland Cup
Invitational tournaments,President of Ireland's Cup
Invitational tournaments,Leinster Senior Cup
Invitational tournaments,Munster Senior Cup
Invitational tournaments,FAI Women's Cup
Invitational tournaments,Liga I
Invitational tournaments,Liga II
Invitational tournaments,Liga III
Invitational tournaments,Liga IV
Invitational tournaments,Liga V
Invitational tournaments,Liga VI
Invitational tournaments,Cupa României
Invitational tournaments,Supercupa României
Invitational tournaments,Liga I
Invitational tournaments,Cupa României
Invitational tournaments,Russian Premier League
Invitational tournaments,Russian Football National League
Invitational tournaments,Russian Football National League 2
Invitational tournaments,Russian championship among amateur football clubs (III division)
Invitational tournaments,Russian Cup
Invitational tournaments,Russian Super Cup
Invitational tournaments,Russian Premier League
Invitational tournaments,Russian Cup
Invitational tournaments,FNL Cup
Invitational tournaments,Russian Premier League Cup
Invitational tournaments,Football Cup of the Russian SFSR
Invitational tournaments,Youth football championship of Russia
Invitational tournaments,Campionato Sammarinese di Calcio
Invitational tournaments,Coppa Titano
Invitational tournaments,Super Coppa Sammarinese
Invitational tournaments,Trofeo Federale
Invitational tournaments,Scottish Premiership
Invitational tournaments,Scottish Professional Football League
Invitational tournaments,Scottish Premier League
Invitational tournaments,Scottish Championship
Invitational tournaments,Scottish Football League First Division
Invitational tournaments,Scottish League One
Invitational tournaments,Scottish Football League Second Division
Invitational tournaments,Scottish League Two
Invitational tournaments,Scottish Football League Third Division
Invitational tournaments,Highland Football League
Invitational tournaments,Lowland Football League
Invitational tournaments,Scottish Cup
Invitational tournaments,Scottish League Cup
Invitational tournaments,Scottish Challenge Cup
Invitational tournaments,Highland
Invitational tournaments,Lowland
Invitational tournaments,Republic of Ireland
Invitational tournaments,Northern Ireland
Invitational tournaments,Wales
Invitational tournaments,England
Invitational tournaments,Scottish Women's Premier League
Invitational tournaments,Scottish Women's First Division
Invitational tournaments,Scottish Women's Second Divisions
Invitational tournaments,North
Invitational tournaments,East & Central
Invitational tournaments,Southeast
Invitational tournaments,West & Southwest
Invitational tournaments,Scottish Women's Cup
Invitational tournaments,Scottish Women's Premier League Cup
Invitational tournaments,Scottish Women's First Division Cup
Invitational tournaments,Scottish Women's Second Division Cup
Invitational tournaments,SuperLiga
Invitational tournaments,Prva Liga Srbije
Invitational tournaments,Srpska Liga
Invitational tournaments,Serbian Zone League
Invitational tournaments,Kup Srbije
Invitational tournaments,Serbian Super Liga (women)
Invitational tournaments,Serbian Women's Cup
Invitational tournaments,Prva Futsal Liga
Invitational tournaments,Niké Liga
Invitational tournaments,2. liga
Invitational tournaments,3. liga
Invitational tournaments,4. liga
Invitational tournaments,5. liga
Invitational tournaments,Slovak Women's First League
Invitational tournaments,Slovak Cup
Invitational tournaments,Slovak Super Cup
Invitational tournaments,Slovak Women's Cup
Invitational tournaments,1.SNL
Invitational tournaments,2.SNL
Invitational tournaments,3.SNL
Invitational tournaments,Slovenian Regional Leagues
Invitational tournaments,Slovenian Women's League
Invitational tournaments,Hervis Pokal
Invitational tournaments,Slovenian Women's Cup
Invitational tournaments,La Liga
Invitational tournaments,Liga Nacional de Fútbol Profesional
